dataset,algorithm,alpha,adaptive_width,auc_approx,best_quality,best_tpr,best_fpr,total_candidates,search_time,target_column,data_size
mushroom,Pure ROC,,17,0.4711430443737128,0.9287246174533199,0.9424860853432282,0.013761467889908258,6849,183.12749862670898,poisonous,5644
mushroom,Hull Removal,N/A,22,0.9867959694303077,0.9287246174533199,0.9424860853432282,0.013761467889908258,15131,253.03467082977295,poisonous,5644
mushroom,Closest to Hull (n=10),N/A,4,0.9830683733042842,0.9287246174533199,0.9424860853432282,0.013761467889908258,6155,68.68638253211975,poisonous,5644
mushroom,Furthest from Diagonal (n=10),N/A,3,0.981400316590356,0.9287246174533199,0.9424860853432282,0.013761467889908258,6418,44.142935037612915,poisonous,5644
mushroom,Below Hull Threshold (1.0%),N/A,4,0.9830683733042842,0.9287246174533199,0.9424860853432282,0.013761467889908258,8384,142.23866200447083,poisonous,5644
mushroom,Above Diagonal Threshold (10.0%),N/A,3,0.981400316590356,0.9287246174533199,0.9424860853432282,0.013761467889908258,5458,77.38168525695801,poisonous,5644
