Conditions,Coverage,Quality,Original_Quality,TPR,FPR,Precision,Recall,TP,FP,TN,FN
education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 83311.0,311,0.7913119612068965,0.549164891242981,0.7327586206896551,0.18359375,0.5466237942122186,0.7327586206896551,170,141,627,62
age >= 24.0 AND marital-status = 'Married-civ-spouse' AND age <= 58.0 AND education-num >= 10.0,234,0.7887437140804597,0.46421515941619873,0.5905172413793104,0.12630208333333334,0.5854700854700855,0.5905172413793104,137,97,671,95
education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND age <= 58.0,315,0.7876661278735632,0.5439565181732178,0.7327586206896551,0.18880208333333334,0.5396825396825397,0.7327586206896551,170,145,623,62
age >= 29.0 AND hours-per-week >= 36.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 81973.0,305,0.7857579022988506,0.5289152264595032,0.7112068965517241,0.18229166666666666,0.5409836065573771,0.7112068965517241,165,140,628,67
age >= 24.0 AND marital-status = 'Married-civ-spouse' AND education-num >= 10.0 AND hours-per-week <= 60.0,233,0.7852460488505747,0.4542923867702484,0.5818965517241379,0.12760416666666666,0.5793991416309013,0.5818965517241379,135,98,670,97
age >= 29.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 82465.0 AND hours-per-week >= 38.0,302,0.7840831537356321,0.5215966105461121,0.7025862068965517,0.18098958333333334,0.5397350993377483,0.7025862068965517,163,139,629,69
age >= 29.0 AND fnlwgt >= 80145.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 38.0,305,0.7835533405172412,0.5233027935028076,0.7068965517241379,0.18359375,0.5377049180327869,0.7068965517241379,164,141,627,68
education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse',356,0.7833647629310344,0.5747575163841248,0.7974137931034483,0.22265625,0.5196629213483146,0.7974137931034483,185,171,597,47
education-num >= 9.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 83311.0 AND age >= 31.0,298,0.7833198635057471,0.5155801177024841,0.6939655172413793,0.17838541666666666,0.540268456375839,0.6939655172413793,161,137,631,71
education-num >= 9.0 AND marital-status = 'Married-civ-spouse' AND age >= 31.0 AND fnlwgt >= 85815.0,296,0.7829382183908045,0.5125718116760254,0.6896551724137931,0.17708333333333334,0.5405405405405406,0.6896551724137931,160,136,632,72
education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 114117.0,267,0.7829157686781609,0.4829831123352051,0.6379310344827587,0.15494791666666666,0.5543071161048689,0.6379310344827587,148,119,649,84
education-num >= 9.0 AND marital-status = 'Married-civ-spouse' AND age <= 57.0 AND education-num >= 10.0,238,0.7828933189655172,0.4533943831920624,0.5862068965517241,0.1328125,0.5714285714285714,0.5862068965517241,136,102,666,96
education-num >= 9.0 AND age >= 33.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 85815.0,277,0.7826194324712643,0.4924120008945465,0.6551724137931034,0.16276041666666666,0.5487364620938628,0.6551724137931034,152,125,643,80
education-num >= 9.0 AND age >= 33.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 40.0,277,0.7826194324712643,0.4924120008945465,0.6551724137931034,0.16276041666666666,0.5487364620938628,0.6551724137931034,152,125,643,80
education-num >= 9.0 AND marital-status = 'Married-civ-spouse' AND age <= 57.0 AND age >= 30.0,304,0.7822602370689654,0.5189924836158752,0.7025862068965517,0.18359375,0.5361842105263158,0.7025862068965517,163,141,627,69
education-num >= 9.0 AND marital-status = 'Married-civ-spouse' AND age >= 31.0 AND age <= 58.0,298,0.7811153017241379,0.5099676847457886,0.6896551724137931,0.1796875,0.5369127516778524,0.6896551724137931,160,138,630,72
age >= 29.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 40.0 AND fnlwgt >= 80945.0,298,0.7811153017241379,0.5099676847457886,0.6896551724137931,0.1796875,0.5369127516778524,0.6896551724137931,160,138,630,72
education-num >= 9.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 40.0 AND age >= 31.0,298,0.7811153017241379,0.5099676847457886,0.6896551724137931,0.1796875,0.5369127516778524,0.6896551724137931,160,138,630,72
education-num >= 9.0 AND age >= 29.0 AND relationship = 'Husband' AND fnlwgt >= 82465.0,267,0.7807112068965516,0.4773706793785095,0.6336206896551724,0.15625,0.550561797752809,0.6336206896551724,147,120,648,85
education-num >= 9.0 AND age >= 33.0 AND marital-status = 'Married-civ-spouse' AND age <= 59.0,285,0.779736889367816,0.49322018027305603,0.6637931034482759,0.17057291666666666,0.5403508771929825,0.6637931034482759,154,131,637,78
age >= 33.0 AND hours-per-week >= 36.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 81973.0,271,0.7792699353448276,0.47777479887008667,0.6379310344827587,0.16015625,0.5461254612546126,0.6379310344827587,148,123,645,84
education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND age <= 51.0,269,0.778888290229885,0.4747665226459503,0.6336206896551724,0.15885416666666666,0.5464684014869888,0.6336206896551724,147,122,646,85
fnlwgt >= 83082.0 AND age >= 33.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 36.0,269,0.778888290229885,0.4747665226459503,0.6336206896551724,0.15885416666666666,0.5464684014869888,0.6336206896551724,147,122,646,85
age >= 33.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 83311.0 AND hours-per-week >= 36.0,269,0.778888290229885,0.4747665226459503,0.6336206896551724,0.15885416666666666,0.5464684014869888,0.6336206896551724,147,122,646,85
education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND race = 'White',313,0.7784662356321839,0.5184985399246216,0.7112068965517241,0.19270833333333334,0.5271565495207667,0.7112068965517241,165,148,620,67
age >= 33.0 AND fnlwgt >= 80945.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 36.0,272,0.7783584770114942,0.4764727056026459,0.6379310344827587,0.16145833333333334,0.5441176470588235,0.6379310344827587,148,124,644,84
