method,dataset,depth,param_type,param_value,num_subgroups,num_candidates,pruned_subgroups,auc,max_quality,time_seconds,total_points,original_hull_points,removed_points,new_hull_points,original_auc,new_auc,auc_reduction,original_area,new_area,area_reduction,original_max_quality,new_max_quality,selected_points,avg_distance_to_hull,min_diagonal_distance,max_diagonal_distance,threshold_used
above_diagonal_percentage,mushroom,4,distance_percentage,10.0,,,,,,0.016605138778686523,10161.0,,,4.0,0.9952927834330834,0.9902127180291832,0.005080065403900158,0.49529278343308336,0.4902127180291832,0.005080065403900158,0.9169207346675625,0.9158992842079099,0.0,,,0.0,0.0
basic_roc_search,ionosphere,1,,,348.0,347.0,13.0,0.5349559082892418,0.5374603174603174,1.6806087493896484,,,,,,,,,,,,,,,,,
basic_roc_search,ionosphere,2,,,4364.0,4016.0,14.0,0.5084126984126982,0.5419047619047619,6.779740333557129,,,,,,,,,,,,,,,,,
basic_roc_search,ionosphere,3,,,8519.0,4155.0,9.0,0.5105114638447968,0.5419047619047619,6.787700414657593,,,,,,,,,,,,,,,,,
basic_roc_search,ionosphere,4,,,11141.0,2622.0,8.0,0.5212522045855378,0.5419047619047619,5.342951774597168,,,,,,,,,,,,,,,,,
remove_hull_points,ionosphere,1,,,,,,,,0.003268718719482422,348.0,3.0,3.0,5.0,0.7806349206349207,0.7578130511463845,0.02282186948853615,0.2806349206349206,0.2578130511463845,0.02282186948853615,0.5374603174603174,0.47555555555555556,,,,,
remove_hull_points,ionosphere,2,,,,,,,,0.013348579406738281,4364.0,3.0,3.0,3.0,0.783968253968254,0.7824514991181658,0.0015167548500881756,0.28396825396825387,0.28245149911816575,0.00151675485008812,0.5419047619047619,0.5374603174603174,,,,,
remove_hull_points,ionosphere,3,,,,,,,,0.02432084083557129,8519.0,3.0,3.0,3.0,0.7848677248677248,0.7848677248677248,0.0,0.28486772486772477,0.28486772486772477,0.0,0.5419047619047619,0.5419047619047619,,,,,
remove_hull_points,ionosphere,4,,,,,,,,0.028937816619873047,11141.0,3.0,3.0,3.0,0.7857671957671958,0.7857671957671958,0.0,0.28576719576719567,0.28576719576719567,0.0,0.5419047619047619,0.5419047619047619,,,,,
closest_points_to_hull,ionosphere,1,n_points,10.0,,,,,,0.00276947021484375,348.0,,,1.0,0.7806349206349207,0.5022222222222222,0.27841269841269844,0.2806349206349206,0.002222222222222259,0.2784126984126984,0.5374603174603174,0.004444444444444473,0.0,0.0,,,
closest_points_to_hull,ionosphere,1,n_points,20.0,,,,,,0.001636505126953125,348.0,,,1.0,0.7806349206349207,0.5022222222222222,0.27841269841269844,0.2806349206349206,0.002222222222222259,0.2784126984126984,0.5374603174603174,0.004444444444444473,0.0,0.0,,,
closest_points_to_hull,ionosphere,1,n_points,50.0,,,,,,0.0012688636779785156,348.0,,,5.0,0.7806349206349207,0.7523809523809524,0.02825396825396831,0.2806349206349206,0.2523809523809524,0.028253968253968254,0.5374603174603174,0.47555555555555556,0.0,0.0,,,
closest_points_to_hull,ionosphere,1,n_points,100.0,,,,,,0.0025222301483154297,348.0,,,5.0,0.7806349206349207,0.7523809523809524,0.02825396825396831,0.2806349206349206,0.2523809523809524,0.028253968253968254,0.5374603174603174,0.47555555555555556,0.0,0.0,,,
closest_points_to_hull,ionosphere,2,n_points,10.0,,,,,,0.009386539459228516,4364.0,,,1.0,0.783968253968254,0.5044444444444445,0.2795238095238095,0.28396825396825387,0.004444444444444394,0.27952380952380945,0.5419047619047619,0.008888888888888835,0.0,0.0,,,
closest_points_to_hull,ionosphere,2,n_points,20.0,,,,,,0.013168573379516602,4364.0,,,1.0,0.783968253968254,0.5044444444444445,0.2795238095238095,0.28396825396825387,0.004444444444444394,0.27952380952380945,0.5419047619047619,0.008888888888888835,0.0,0.0,,,
closest_points_to_hull,ionosphere,2,n_points,50.0,,,,,,0.012903213500976562,4364.0,,,1.0,0.783968253968254,0.5044444444444445,0.2795238095238095,0.28396825396825387,0.004444444444444394,0.27952380952380945,0.5419047619047619,0.008888888888888835,0.0,0.0,,,
closest_points_to_hull,ionosphere,2,n_points,100.0,,,,,,0.01226353645324707,4364.0,,,1.0,0.783968253968254,0.5044444444444445,0.2795238095238095,0.28396825396825387,0.004444444444444394,0.27952380952380945,0.5419047619047619,0.008888888888888835,0.0,0.0,,,
closest_points_to_hull,ionosphere,3,n_points,10.0,,,,,,0.020617008209228516,8519.0,,,1.0,0.7848677248677248,0.5066666666666666,0.2782010582010582,0.28486772486772477,0.006666666666666664,0.2782010582010581,0.5419047619047619,0.013333333333333308,0.0,0.0,,,
closest_points_to_hull,ionosphere,3,n_points,20.0,,,,,,0.020150184631347656,8519.0,,,2.0,0.7848677248677248,0.7736507936507937,0.011216931216931125,0.28486772486772477,0.27365079365079364,0.011216931216931125,0.5419047619047619,0.5419047619047619,0.0,0.0,,,
closest_points_to_hull,ionosphere,3,n_points,50.0,,,,,,0.014777183532714844,8519.0,,,2.0,0.7848677248677248,0.7736507936507937,0.011216931216931125,0.28486772486772477,0.27365079365079364,0.011216931216931125,0.5419047619047619,0.5419047619047619,0.0,0.0,,,
closest_points_to_hull,ionosphere,3,n_points,100.0,,,,,,0.020278215408325195,8519.0,,,3.0,0.7848677248677248,0.7848677248677248,0.0,0.28486772486772477,0.2848677248677248,-5.551115123125783e-17,0.5419047619047619,0.5419047619047619,0.0,0.0,,,
closest_points_to_hull,ionosphere,4,n_points,10.0,,,,,,0.024873018264770508,11141.0,,,2.0,0.7857671957671958,0.7745502645502647,0.011216931216931125,0.28576719576719567,0.2745502645502646,0.01121693121693107,0.5419047619047619,0.5419047619047619,0.0,0.0,,,
closest_points_to_hull,ionosphere,4,n_points,20.0,,,,,,0.03194785118103027,11141.0,,,2.0,0.7857671957671958,0.7745502645502647,0.011216931216931125,0.28576719576719567,0.2745502645502646,0.01121693121693107,0.5419047619047619,0.5419047619047619,0.0,0.0,,,
closest_points_to_hull,ionosphere,4,n_points,50.0,,,,,,0.029578447341918945,11141.0,,,3.0,0.7857671957671958,0.7857671957671958,0.0,0.28576719576719567,0.2857671957671958,-1.1102230246251565e-16,0.5419047619047619,0.5419047619047619,0.0,0.0,,,
closest_points_to_hull,ionosphere,4,n_points,100.0,,,,,,0.0345001220703125,11141.0,,,3.0,0.7857671957671958,0.7857671957671958,0.0,0.28576719576719567,0.2857671957671958,-1.1102230246251565e-16,0.5419047619047619,0.5419047619047619,0.0,0.0,,,
furthest_from_diagonal,ionosphere,1,n_points,10.0,,,,,,0.0017063617706298828,348.0,,,3.0,0.7806349206349207,0.7551675485008817,0.025467372134038935,0.2806349206349206,0.2551675485008818,0.025467372134038824,0.5374603174603174,0.47555555555555556,0.0,,0.0,0.0,
furthest_from_diagonal,ionosphere,1,n_points,20.0,,,,,,0.0016758441925048828,348.0,,,4.0,0.7806349206349207,0.7571781305114638,0.023456790123456916,0.2806349206349206,0.2571781305114639,0.02345679012345675,0.5374603174603174,0.47555555555555556,0.0,,0.0,0.0,
furthest_from_diagonal,ionosphere,1,n_points,50.0,,,,,,0.0029506683349609375,348.0,,,4.0,0.7806349206349207,0.7571781305114638,0.023456790123456916,0.2806349206349206,0.2571781305114638,0.023456790123456805,0.5374603174603174,0.47555555555555556,0.0,,0.0,0.0,
furthest_from_diagonal,ionosphere,1,n_points,100.0,,,,,,0.0030426979064941406,348.0,,,4.0,0.7806349206349207,0.7571781305114638,0.023456790123456916,0.2806349206349206,0.2571781305114639,0.02345679012345675,0.5374603174603174,0.47555555555555556,0.0,,0.0,0.0,
furthest_from_diagonal,ionosphere,2,n_points,10.0,,,,,,0.009885787963867188,4364.0,,,1.0,0.783968253968254,0.7687301587301587,0.015238095238095273,0.28396825396825387,0.26873015873015876,0.015238095238095106,0.5419047619047619,0.5374603174603174,0.0,,0.0,0.0,
furthest_from_diagonal,ionosphere,2,n_points,20.0,,,,,,0.012029647827148438,4364.0,,,1.0,0.783968253968254,0.7687301587301587,0.015238095238095273,0.28396825396825387,0.26873015873015876,0.015238095238095106,0.5419047619047619,0.5374603174603174,0.0,,0.0,0.0,
furthest_from_diagonal,ionosphere,2,n_points,50.0,,,,,,0.012722253799438477,4364.0,,,1.0,0.783968253968254,0.7687301587301587,0.015238095238095273,0.28396825396825387,0.26873015873015876,0.015238095238095106,0.5419047619047619,0.5374603174603174,0.0,,0.0,0.0,
furthest_from_diagonal,ionosphere,2,n_points,100.0,,,,,,0.0087432861328125,4364.0,,,2.0,0.783968253968254,0.7693121693121693,0.0146560846560847,0.28396825396825387,0.26931216931216934,0.014656084656084534,0.5419047619047619,0.5374603174603174,0.0,,0.0,0.0,
furthest_from_diagonal,ionosphere,3,n_points,10.0,,,,,,0.017429351806640625,8519.0,,,1.0,0.7848677248677248,0.7709523809523811,0.01391534391534377,0.28486772486772477,0.27095238095238094,0.013915343915343825,0.5419047619047619,0.5419047619047619,0.0,,0.0,0.0,
furthest_from_diagonal,ionosphere,3,n_points,20.0,,,,,,0.015476226806640625,8519.0,,,1.0,0.7848677248677248,0.7709523809523811,0.01391534391534377,0.28486772486772477,0.27095238095238094,0.013915343915343825,0.5419047619047619,0.5419047619047619,0.0,,0.0,0.0,
furthest_from_diagonal,ionosphere,3,n_points,50.0,,,,,,0.014010190963745117,8519.0,,,1.0,0.7848677248677248,0.7709523809523811,0.01391534391534377,0.28486772486772477,0.27095238095238094,0.013915343915343825,0.5419047619047619,0.5419047619047619,0.0,,0.0,0.0,
furthest_from_diagonal,ionosphere,3,n_points,100.0,,,,,,0.014427900314331055,8519.0,,,1.0,0.7848677248677248,0.7709523809523811,0.01391534391534377,0.28486772486772477,0.27095238095238083,0.013915343915343936,0.5419047619047619,0.5419047619047619,0.0,,0.0,0.0,
furthest_from_diagonal,ionosphere,4,n_points,10.0,,,,,,0.018080472946166992,11141.0,,,1.0,0.7857671957671958,0.7709523809523811,0.014814814814814725,0.28576719576719567,0.27095238095238094,0.014814814814814725,0.5419047619047619,0.5419047619047619,0.0,,0.0,0.0,
furthest_from_diagonal,ionosphere,4,n_points,20.0,,,,,,0.02446746826171875,11141.0,,,1.0,0.7857671957671958,0.7709523809523811,0.014814814814814725,0.28576719576719567,0.27095238095238094,0.014814814814814725,0.5419047619047619,0.5419047619047619,0.0,,0.0,0.0,
furthest_from_diagonal,ionosphere,4,n_points,50.0,,,,,,0.02204585075378418,11141.0,,,1.0,0.7857671957671958,0.7709523809523811,0.014814814814814725,0.28576719576719567,0.27095238095238094,0.014814814814814725,0.5419047619047619,0.5419047619047619,0.0,,0.0,0.0,
furthest_from_diagonal,ionosphere,4,n_points,100.0,,,,,,0.017243146896362305,11141.0,,,1.0,0.7857671957671958,0.7709523809523811,0.014814814814814725,0.28576719576719567,0.27095238095238094,0.014814814814814725,0.5419047619047619,0.5419047619047619,0.0,,0.0,0.0,
below_hull_percentage,ionosphere,1,distance_percentage,0.5,,,,,,0.001283884048461914,348.0,,,0.0,0.0,0.0,0.0,0.2806349206349206,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
below_hull_percentage,ionosphere,1,distance_percentage,1.0,,,,,,0.0013751983642578125,348.0,,,0.0,0.0,0.0,0.0,0.2806349206349206,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
below_hull_percentage,ionosphere,1,distance_percentage,2.0,,,,,,0.0008995532989501953,348.0,,,0.0,0.0,0.0,0.0,0.2806349206349206,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
below_hull_percentage,ionosphere,1,distance_percentage,5.0,,,,,,0.0017993450164794922,348.0,,,0.0,0.0,0.0,0.0,0.2806349206349206,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
below_hull_percentage,ionosphere,1,distance_percentage,10.0,,,,,,0.0026502609252929688,348.0,,,2.0,0.7806349206349207,0.7178130511463845,0.06282186948853619,0.2806349206349206,0.21781305114638447,0.06282186948853616,0.5374603174603174,0.42539682539682533,0.0,,,0.0,0.0
below_hull_percentage,ionosphere,2,distance_percentage,0.5,,,,,,0.026484012603759766,4364.0,,,1.0,0.783968253968254,0.7687301587301587,0.015238095238095273,0.28396825396825387,0.26873015873015876,0.015238095238095106,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
below_hull_percentage,ionosphere,2,distance_percentage,1.0,,,,,,0.020563840866088867,4364.0,,,1.0,0.783968253968254,0.7687301587301587,0.015238095238095273,0.28396825396825387,0.26873015873015876,0.015238095238095106,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
below_hull_percentage,ionosphere,2,distance_percentage,2.0,,,,,,0.018906354904174805,4364.0,,,2.0,0.783968253968254,0.780652557319224,0.0033156966490299755,0.28396825396825387,0.280652557319224,0.0033156966490298645,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
below_hull_percentage,ionosphere,2,distance_percentage,5.0,,,,,,0.01995253562927246,4364.0,,,2.0,0.783968253968254,0.780652557319224,0.0033156966490299755,0.28396825396825387,0.280652557319224,0.0033156966490298645,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
below_hull_percentage,ionosphere,2,distance_percentage,10.0,,,,,,0.02584075927734375,4364.0,,,2.0,0.783968253968254,0.780652557319224,0.0033156966490299755,0.28396825396825387,0.28065255731922395,0.00331569664902992,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
below_hull_percentage,ionosphere,3,distance_percentage,0.5,,,,,,0.05561041831970215,8519.0,,,1.0,0.7848677248677248,0.7687301587301587,0.016137566137566117,0.28486772486772477,0.26873015873015876,0.016137566137566006,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
below_hull_percentage,ionosphere,3,distance_percentage,1.0,,,,,,0.052295684814453125,8519.0,,,1.0,0.7848677248677248,0.7687301587301587,0.016137566137566117,0.28486772486772477,0.26873015873015876,0.016137566137566006,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
below_hull_percentage,ionosphere,3,distance_percentage,2.0,,,,,,0.05836176872253418,8519.0,,,4.0,0.7848677248677248,0.7808641975308641,0.004003527336860713,0.28486772486772477,0.28086419753086417,0.004003527336860602,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
below_hull_percentage,ionosphere,3,distance_percentage,5.0,,,,,,0.05912518501281738,8519.0,,,4.0,0.7848677248677248,0.7808641975308641,0.004003527336860713,0.28486772486772477,0.28086419753086417,0.004003527336860602,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
below_hull_percentage,ionosphere,3,distance_percentage,10.0,,,,,,0.06216144561767578,8519.0,,,4.0,0.7848677248677248,0.7808641975308641,0.004003527336860713,0.28486772486772477,0.28086419753086417,0.004003527336860602,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
below_hull_percentage,ionosphere,4,distance_percentage,0.5,,,,,,0.08108329772949219,11141.0,,,1.0,0.7857671957671958,0.7687301587301587,0.017037037037037073,0.28576719576719567,0.26873015873015876,0.017037037037036906,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
below_hull_percentage,ionosphere,4,distance_percentage,1.0,,,,,,0.06730031967163086,11141.0,,,1.0,0.7857671957671958,0.7687301587301587,0.017037037037037073,0.28576719576719567,0.26873015873015876,0.017037037037036906,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
below_hull_percentage,ionosphere,4,distance_percentage,2.0,,,,,,0.053185462951660156,11141.0,,,4.0,0.7857671957671958,0.7808641975308641,0.004902998236331668,0.28576719576719567,0.28086419753086417,0.004902998236331502,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
below_hull_percentage,ionosphere,4,distance_percentage,5.0,,,,,,0.05027198791503906,11141.0,,,4.0,0.7857671957671958,0.7808641975308641,0.004902998236331668,0.28576719576719567,0.28086419753086417,0.004902998236331502,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
below_hull_percentage,ionosphere,4,distance_percentage,10.0,,,,,,0.07197022438049316,11141.0,,,4.0,0.7857671957671958,0.7808641975308641,0.004902998236331668,0.28576719576719567,0.28086419753086417,0.004902998236331502,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,1,distance_percentage,0.5,,,,,,0.0018320083618164062,348.0,,,0.0,0.0,0.0,0.0,0.2806349206349206,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,1,distance_percentage,1.0,,,,,,0.0012631416320800781,348.0,,,0.0,0.0,0.0,0.0,0.2806349206349206,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,1,distance_percentage,2.0,,,,,,0.0005898475646972656,348.0,,,0.0,0.0,0.0,0.0,0.2806349206349206,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,1,distance_percentage,5.0,,,,,,0.0008864402770996094,348.0,,,0.0,0.0,0.0,0.0,0.2806349206349206,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,1,distance_percentage,10.0,,,,,,0.0005946159362792969,348.0,,,0.0,0.0,0.0,0.0,0.2806349206349206,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,2,distance_percentage,0.5,,,,,,0.011445999145507812,4364.0,,,1.0,0.783968253968254,0.7687301587301587,0.015238095238095273,0.28396825396825387,0.26873015873015876,0.015238095238095106,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,2,distance_percentage,1.0,,,,,,0.011924266815185547,4364.0,,,1.0,0.783968253968254,0.7687301587301587,0.015238095238095273,0.28396825396825387,0.26873015873015876,0.015238095238095106,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,2,distance_percentage,2.0,,,,,,0.010909080505371094,4364.0,,,1.0,0.783968253968254,0.7687301587301587,0.015238095238095273,0.28396825396825387,0.26873015873015876,0.015238095238095106,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,2,distance_percentage,5.0,,,,,,0.011458158493041992,4364.0,,,1.0,0.783968253968254,0.7687301587301587,0.015238095238095273,0.28396825396825387,0.26873015873015876,0.015238095238095106,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,2,distance_percentage,10.0,,,,,,0.010876893997192383,4364.0,,,1.0,0.783968253968254,0.7687301587301587,0.015238095238095273,0.28396825396825387,0.26873015873015876,0.015238095238095106,0.5419047619047619,0.5374603174603174,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,3,distance_percentage,0.5,,,,,,0.01572108268737793,8519.0,,,1.0,0.7848677248677248,0.7709523809523811,0.01391534391534377,0.28486772486772477,0.27095238095238094,0.013915343915343825,0.5419047619047619,0.5419047619047619,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,3,distance_percentage,1.0,,,,,,0.017782926559448242,8519.0,,,1.0,0.7848677248677248,0.7709523809523811,0.01391534391534377,0.28486772486772477,0.27095238095238083,0.013915343915343936,0.5419047619047619,0.5419047619047619,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,3,distance_percentage,2.0,,,,,,0.022102832794189453,8519.0,,,1.0,0.7848677248677248,0.7709523809523811,0.01391534391534377,0.28486772486772477,0.27095238095238083,0.013915343915343936,0.5419047619047619,0.5419047619047619,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,3,distance_percentage,5.0,,,,,,0.020532608032226562,8519.0,,,1.0,0.7848677248677248,0.7709523809523811,0.01391534391534377,0.28486772486772477,0.27095238095238083,0.013915343915343936,0.5419047619047619,0.5419047619047619,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,3,distance_percentage,10.0,,,,,,0.017681598663330078,8519.0,,,1.0,0.7848677248677248,0.7709523809523811,0.01391534391534377,0.28486772486772477,0.27095238095238083,0.013915343915343936,0.5419047619047619,0.5419047619047619,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,4,distance_percentage,0.5,,,,,,0.02378058433532715,11141.0,,,1.0,0.7857671957671958,0.7709523809523811,0.014814814814814725,0.28576719576719567,0.27095238095238094,0.014814814814814725,0.5419047619047619,0.5419047619047619,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,4,distance_percentage,1.0,,,,,,0.025918245315551758,11141.0,,,1.0,0.7857671957671958,0.7709523809523811,0.014814814814814725,0.28576719576719567,0.27095238095238083,0.014814814814814836,0.5419047619047619,0.5419047619047619,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,4,distance_percentage,2.0,,,,,,0.025255680084228516,11141.0,,,1.0,0.7857671957671958,0.7709523809523811,0.014814814814814725,0.28576719576719567,0.27095238095238083,0.014814814814814836,0.5419047619047619,0.5419047619047619,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,4,distance_percentage,5.0,,,,,,0.027022361755371094,11141.0,,,1.0,0.7857671957671958,0.7709523809523811,0.014814814814814725,0.28576719576719567,0.27095238095238083,0.014814814814814836,0.5419047619047619,0.5419047619047619,0.0,,,0.0,0.0
above_diagonal_percentage,ionosphere,4,distance_percentage,10.0,,,,,,0.024740934371948242,11141.0,,,1.0,0.7857671957671958,0.7709523809523811,0.014814814814814725,0.28576719576719567,0.27095238095238083,0.014814814814814836,0.5419047619047619,0.5419047619047619,0.0,,,0.0,0.0
basic_roc_search,tic-tac-toe,1,,,109.0,108.0,9.0,0.5,0.3418915277724316,1.476745367050171,,,,,,,,,,,,,,,,,
basic_roc_search,tic-tac-toe,2,,,973.0,864.0,6.0,0.5259969590823358,0.3418915277724316,2.4185614585876465,,,,,,,,,,,,,,,,,
basic_roc_search,tic-tac-toe,3,,,1475.0,502.0,6.0,0.5359833904307325,0.3418915277724316,2.3025429248809814,,,,,,,,,,,,,,,,,
basic_roc_search,tic-tac-toe,4,,,1907.0,432.0,6.0,0.5356465799299435,0.3418915277724316,1.9962916374206543,,,,,,,,,,,,,,,,,
remove_hull_points,tic-tac-toe,1,,,,,,,,0.00270843505859375,109.0,2.0,2.0,2.0,0.6884214172985873,0.6884214172985873,0.0,0.1884214172985873,0.1884214172985873,0.0,0.3418915277724316,0.3418915277724316,,,,,
remove_hull_points,tic-tac-toe,2,,,,,,,,0.002254009246826172,973.0,4.0,4.0,4.0,0.7012274336964471,0.7012274336964471,0.0,0.2012274336964471,0.2012274336964471,0.0,0.3418915277724316,0.3418915277724316,,,,,
remove_hull_points,tic-tac-toe,3,,,,,,,,0.005860328674316406,1475.0,3.0,3.0,4.0,0.7140575079872205,0.7080237884445129,0.006033719542707594,0.2140575079872204,0.20802378844451283,0.006033719542707566,0.3418915277724316,0.3418915277724316,,,,,
remove_hull_points,tic-tac-toe,4,,,,,,,,0.00552821159362793,1907.0,3.0,3.0,3.0,0.7140575079872205,0.7140575079872205,0.0,0.2140575079872204,0.2140575079872204,0.0,0.3418915277724316,0.3418915277724316,,,,,
closest_points_to_hull,tic-tac-toe,1,n_points,10.0,,,,,,0.0028710365295410156,109.0,,,2.0,0.6884214172985873,0.6884214172985873,0.0,0.1884214172985873,0.1884214172985873,0.0,0.3418915277724316,0.3418915277724316,0.0,0.0,,,
closest_points_to_hull,tic-tac-toe,1,n_points,20.0,,,,,,0.002292633056640625,109.0,,,2.0,0.6884214172985873,0.6884214172985873,0.0,0.1884214172985873,0.1884214172985873,0.0,0.3418915277724316,0.3418915277724316,0.0,0.0,,,
closest_points_to_hull,tic-tac-toe,1,n_points,50.0,,,,,,0.001821279525756836,109.0,,,2.0,0.6884214172985873,0.6884214172985873,0.0,0.1884214172985873,0.1884214172985873,0.0,0.3418915277724316,0.3418915277724316,0.0,0.0,,,
closest_points_to_hull,tic-tac-toe,1,n_points,100.0,,,,,,0.002701997756958008,109.0,,,2.0,0.6884214172985873,0.6884214172985873,0.0,0.1884214172985873,0.1884214172985873,0.0,0.3418915277724316,0.3418915277724316,0.0,0.0,,,
closest_points_to_hull,tic-tac-toe,2,n_points,10.0,,,,,,0.005500316619873047,973.0,,,4.0,0.7012274336964471,0.7012274336964471,0.0,0.2012274336964471,0.2012274336964471,0.0,0.3418915277724316,0.3418915277724316,0.0,0.0,,,
closest_points_to_hull,tic-tac-toe,2,n_points,20.0,,,,,,0.0031585693359375,973.0,,,4.0,0.7012274336964471,0.7012274336964471,0.0,0.2012274336964471,0.2012274336964471,0.0,0.3418915277724316,0.3418915277724316,0.0,0.0,,,
closest_points_to_hull,tic-tac-toe,2,n_points,50.0,,,,,,0.003022432327270508,973.0,,,4.0,0.7012274336964471,0.7012274336964471,0.0,0.2012274336964471,0.2012274336964471,0.0,0.3418915277724316,0.3418915277724316,0.0,0.0,,,
closest_points_to_hull,tic-tac-toe,2,n_points,100.0,,,,,,0.0049440860748291016,973.0,,,4.0,0.7012274336964471,0.7012274336964471,0.0,0.2012274336964471,0.2012274336964471,0.0,0.3418915277724316,0.3418915277724316,0.0,0.0,,,
closest_points_to_hull,tic-tac-toe,3,n_points,10.0,,,,,,0.006276369094848633,1475.0,,,2.0,0.7140575079872205,0.6884214172985873,0.02563609068863315,0.2140575079872204,0.1884214172985873,0.025636090688633095,0.3418915277724316,0.3418915277724316,0.0,0.0,,,
closest_points_to_hull,tic-tac-toe,3,n_points,20.0,,,,,,0.0059010982513427734,1475.0,,,2.0,0.7140575079872205,0.6884214172985873,0.02563609068863315,0.2140575079872204,0.1884214172985873,0.025636090688633095,0.3418915277724316,0.3418915277724316,0.0,0.0,,,
closest_points_to_hull,tic-tac-toe,3,n_points,50.0,,,,,,0.003143787384033203,1475.0,,,2.0,0.7140575079872205,0.6884214172985873,0.02563609068863315,0.2140575079872204,0.1884214172985873,0.025636090688633095,0.3418915277724316,0.3418915277724316,0.0,0.0,,,
closest_points_to_hull,tic-tac-toe,3,n_points,100.0,,,,,,0.005718708038330078,1475.0,,,3.0,0.7140575079872205,0.708004542130182,0.006052965857038406,0.2140575079872204,0.208004542130182,0.006052965857038406,0.3418915277724316,0.3418915277724316,0.0,0.0,,,
closest_points_to_hull,tic-tac-toe,4,n_points,10.0,,,,,,0.005635738372802734,1907.0,,,2.0,0.7140575079872205,0.696581854574849,0.01747565341237145,0.2140575079872204,0.1965818545748489,0.017475653412371506,0.3418915277724316,0.3418915277724316,0.0,0.0,,,
closest_points_to_hull,tic-tac-toe,4,n_points,20.0,,,,,,0.00554347038269043,1907.0,,,3.0,0.7140575079872205,0.7140575079872205,0.0,0.2140575079872204,0.2140575079872204,0.0,0.3418915277724316,0.3418915277724316,0.0,0.0,,,
closest_points_to_hull,tic-tac-toe,4,n_points,50.0,,,,,,0.008555173873901367,1907.0,,,3.0,0.7140575079872205,0.7140575079872205,0.0,0.2140575079872204,0.2140575079872204,0.0,0.3418915277724316,0.3418915277724316,0.0,0.0,,,
closest_points_to_hull,tic-tac-toe,4,n_points,100.0,,,,,,0.007470846176147461,1907.0,,,3.0,0.7140575079872205,0.7140575079872205,0.0,0.2140575079872204,0.2140575079872204,0.0,0.3418915277724316,0.3418915277724316,0.0,0.0,,,
furthest_from_diagonal,tic-tac-toe,1,n_points,10.0,,,,,,0.002838611602783203,109.0,,,2.0,0.6884214172985873,0.6884214172985873,0.0,0.1884214172985873,0.1884214172985873,0.0,0.3418915277724316,0.3418915277724316,0.0,,0.0,0.0,
furthest_from_diagonal,tic-tac-toe,1,n_points,20.0,,,,,,0.002397298812866211,109.0,,,2.0,0.6884214172985873,0.6884214172985873,0.0,0.1884214172985873,0.1884214172985873,0.0,0.3418915277724316,0.3418915277724316,0.0,,0.0,0.0,
furthest_from_diagonal,tic-tac-toe,1,n_points,50.0,,,,,,0.0012259483337402344,109.0,,,2.0,0.6884214172985873,0.6884214172985873,0.0,0.1884214172985873,0.18842141729858736,-5.551115123125783e-17,0.3418915277724316,0.3418915277724316,0.0,,0.0,0.0,
