dataset,algorithm,alpha,adaptive_width,auc_approx,best_quality,best_tpr,best_fpr,total_candidates,search_time,target_column,data_size
Credit-a,Pure ROC,,15,0.6026217843459223,0.1724685276409414,0.6502463054187192,0.4777777777777778,4095,10.757936477661133,A16,653
Credit-a,Hull Removal,N/A,10,0.5073070607553368,0.13899288451012592,0.8078817733990148,0.6688888888888889,3295,8.269662857055664,A16,653
Credit-a,Closest to Hull (n=10),N/A,62,0.5369512862616311,0.1635796387520525,0.6502463054187192,0.4866666666666667,6277,12.321675539016724,A16,653
Credit-a,Furthest from Diagonal (n=10),N/A,56,0.5275150519978107,0.15250136836343736,0.5369458128078818,0.3844444444444444,3926,9.628654956817627,A16,653
Credit-a,Below Hull Threshold (1.0%),N/A,7,0.5100492610837434,0.13899288451012592,0.8078817733990148,0.6688888888888889,2720,23.210606813430786,A16,653
Credit-a,Above Diagonal Threshold (1.0%),N/A,4,0.520366721401204,0.1724685276409414,0.6502463054187192,0.4777777777777778,2072,8.528993606567383,A16,653
