alpha,adaptive_width,total_candidates,auc_approx,best_quality,best_tpr,best_fpr,best_precision,search_time
pure_roc,10,2034,0.9779620938955227,0.8890720977006287,0.950207468879668,0.0611353711790393,0.8910505836575876,8.003196477890015
