algorithm,alpha_value,depth,subgroups_start,candidates_generated,subgroups_after_pruning,best_quality,avg_coverage,cumulative_candidates,final_auc,final_width
Pure ROC,pure_roc,0,1,0,1,0.0,699.0,0,0.9779620938955227,10
Pure ROC,pure_roc,1,1,101,10,0.8130968127706608,295.4,101,0.9779620938955227,10
Pure ROC,pure_roc,2,10,742,9,0.8716048487923318,293.3333333333333,843,0.9779620938955227,10
Pure ROC,pure_roc,3,9,596,10,0.8868886915870916,291.4,1439,0.9779620938955227,10
Pure ROC,pure_roc,4,10,595,8,0.8890720977006287,301.75,2034,0.9779620938955227,10
