depth,total_points,original_hull_points,new_hull_points,remaining_points,subgroups_removed,original_hull_area,new_hull_area,hull_area_reduction,area_reduction_percentage,original_auc,new_auc,all_points_auc,auc_reduction,auc_reduction_percentage,original_max_quality,original_avg_quality,new_max_quality,new_avg_quality,quality_reduction,original_best_tpr,original_best_fpr,new_best_tpr,new_best_fpr
1,108,2,4,106,2,0.2797354497354497,0.25816578483245156,0.0,0.0,0.7797354497354497,0.7581657848324516,0.6518694885361555,0.0,0.0,0.5374603174603174,0.4592063492063492,0.4755555555555556,0.3703174603174604,0.0,0.9422222222222222,0.40476190476190477,0.92,0.4444444444444444
2,4985,4,4,4981,4,0.39435626102292765,0.37477954144620806,-5.551115123125783e-17,-1.4076396577872625e-14,0.8943562610229276,0.8747795414462081,0.7322574955908292,0.0,0.0,0.6882539682539682,0.4692063492063492,0.6882539682539682,0.4530952380952381,0.0,0.9422222222222222,0.25396825396825395,0.9422222222222222,0.25396825396825395
3,4569,5,7,4564,5,0.43044091710758375,0.42530864197530854,-5.551115123125783e-17,-1.2896346287029086e-14,0.9304409171075838,0.9253086419753087,0.822857142857143,0.0,0.0,0.7596825396825396,0.5544126984126984,0.7438095238095238,0.5875283446712017,0.0,0.9422222222222222,0.18253968253968253,0.9422222222222222,0.1984126984126984
4,3501,6,7,3495,6,0.4542857142857143,0.4511640211640212,-5.551115123125783e-17,-1.2219435805622792e-14,0.9542857142857143,0.9511640211640211,0.8810758377425043,0.0,0.0,0.7984126984126985,0.6268783068783069,0.7914285714285714,0.6454421768707483,0.0,0.9333333333333333,0.1349206349206349,0.9422222222222222,0.15079365079365079
