Alpha,True_ROC_Width,Beam_Search_Width,True_ROC_AUC,Beam_Search_AUC,True_ROC_Quality,Beam_Search_Quality,True_ROC_Time,Beam_Search_Candidates,True_ROC_Candidates
0.0,17.0,50.0,0.4510792699353448,0.7639412715517242,1.0,0.91796875,0.6372082233428955,50.0,877.0
0.3,15.0,50.0,0.4508351293103448,0.814141635237069,0.7907462284482758,0.8110632183908045,0.5708823204040527,50.0,794.0
0.5,15.0,50.0,0.4136864673132183,0.801581021012931,0.7092986709770115,0.7873787715517242,0.6299145221710205,50.0,891.0
0.7,16.0,50.0,0.4873495869252873,0.801581021012931,0.7283045977011494,0.7962149784482758,0.5698189735412598,50.0,798.0
1.0,16.0,50.0,0.4640580100574712,0.8012667250359196,1.0,0.8405172413793104,0.4283051490783691,50.0,597.0
