alpha,strategy,num_subgroups,best_quality,mean_quality,median_quality,mean_coverage,median_coverage,AUC_env,AUC_hull,max_TPR,min_FPR,TPR@FPR<=0.05,TPR@FPR<=0.10,TPR@FPR<=0.20,width_used
0.3,ROC_BEAM,204,0.5563488006591797,0.3287386253987457,0.3250269442796707,262.1078431372549,198.0,0.7538922189295977,0.8527298850574714,1.0,0.028645833333333332,0.4353448275862069,0.5646551724137931,0.6853448275862069,100
0.5,ROC_BEAM,204,0.5563488006591797,0.3287386253987457,0.3250269442796707,262.1078431372549,198.0,0.7538922189295977,0.8527298850574714,1.0,0.028645833333333332,0.4353448275862069,0.5646551724137931,0.6853448275862069,100
0.7,ROC_BEAM,204,0.5563488006591797,0.3287386253987457,0.3250269442796707,262.1078431372549,198.0,0.7538922189295977,0.8527298850574714,1.0,0.028645833333333332,0.4353448275862069,0.5646551724137931,0.6853448275862069,100
