alpha,adaptive_width,total_candidates,auc_approx,best_quality,best_tpr,best_fpr,best_precision,search_time
pure_roc,15,4095,0.6026217843459223,0.1724685276409414,0.6502463054187192,0.4777777777777778,0.3804034582132565,10.757936477661133
hull_removal,10,3295,0.5073070607553368,0.13899288451012592,0.8078817733990148,0.6688888888888889,0.35268817204301073,8.269662857055664
closest_to_hull,62,6277,0.5369512862616311,0.1635796387520525,0.6502463054187192,0.4866666666666667,0.37606837606837606,12.321675539016724
furthest_diagonal,56,3926,0.5275150519978107,0.15250136836343736,0.5369458128078818,0.3844444444444444,0.38652482269503546,9.628654956817627
below_hull,7,2720,0.5100492610837434,0.13899288451012592,0.8078817733990148,0.6688888888888889,0.35268817204301073,23.210606813430786
above_diagonal,4,2072,0.520366721401204,0.1724685276409414,0.6502463054187192,0.4777777777777778,0.3804034582132565,8.528993606567383
