fpr,tpr,quality,coverage
1.0,1.0,0.0,958
1.0,1.0,0.0,958
0.4712460063897764,0.3704819277108434,-0.100764078678933,418
0.4712460063897764,0.3704819277108434,-0.100764078678933,418
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.7731629392971247,0.8102409638554217,0.03707802455829701,753
0.3019169329073482,0.4397590361445783,0.13784210323723006,335
0.6980830670926518,0.5602409638554217,-0.13784210323723012,623
0.2268370607028754,0.1897590361445783,-0.03707802455829709,205
1.0,1.0,0.0,958
0.2268370607028754,0.1897590361445783,-0.03707802455829709,205
0.7731629392971247,0.8102409638554217,0.03707802455829701,753
1.0,1.0,0.0,958
0.35942492012779553,0.4608433734939759,0.10141845336618038,378
0.35942492012779553,0.4608433734939759,0.10141845336618038,378
0.6405750798722045,0.5391566265060241,-0.10141845336618038,580
0.6405750798722045,0.5391566265060241,-0.10141845336618038,580
0.7252396166134185,0.7650602409638554,0.03982062435043687,708
0.365814696485623,0.3042168674698795,-0.061597829015743455,330
0.634185303514377,0.6957831325301205,0.06159782901574351,628
0.2747603833865815,0.23493975903614459,-0.0398206243504369,250
1.0,1.0,0.0,958
0.2747603833865815,0.23493975903614459,-0.0398206243504369,250
0.7252396166134185,0.7650602409638554,0.03982062435043687,708
1.0,1.0,0.0,958
0.4712460063897764,0.3704819277108434,-0.100764078678933,418
0.4712460063897764,0.3704819277108434,-0.100764078678933,418
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.7731629392971247,0.8102409638554217,0.03707802455829701,753
0.3019169329073482,0.4397590361445783,0.13784210323723006,335
0.6980830670926518,0.5602409638554217,-0.13784210323723012,623
0.2268370607028754,0.1897590361445783,-0.03707802455829709,205
1.0,1.0,0.0,958
0.2268370607028754,0.1897590361445783,-0.03707802455829709,205
0.7731629392971247,0.8102409638554217,0.03707802455829701,753
1.0,1.0,0.0,958
0.35942492012779553,0.4608433734939759,0.10141845336618038,378
0.35942492012779553,0.4608433734939759,0.10141845336618038,378
0.6405750798722045,0.5391566265060241,-0.10141845336618038,580
0.6405750798722045,0.5391566265060241,-0.10141845336618038,580
0.7252396166134185,0.7650602409638554,0.03982062435043687,708
0.365814696485623,0.3042168674698795,-0.061597829015743455,330
0.634185303514377,0.6957831325301205,0.06159782901574351,628
0.2747603833865815,0.23493975903614459,-0.0398206243504369,250
1.0,1.0,0.0,958
0.2747603833865815,0.23493975903614459,-0.0398206243504369,250
0.7252396166134185,0.7650602409638554,0.03982062435043687,708
1.0,1.0,0.0,958
0.2364217252396166,0.5783132530120482,0.3418915277724316,340
0.2364217252396166,0.5783132530120482,0.3418915277724316,340
0.7635782747603834,0.42168674698795183,-0.3418915277724316,618
0.7635782747603834,0.42168674698795183,-0.3418915277724316,618
0.41533546325878595,0.7228915662650602,0.3075561030062743,500
0.17891373801916932,0.14457831325301204,-0.03433542476615728,160
0.8210862619808307,0.8554216867469879,0.03433542476615725,798
0.5846645367412141,0.27710843373493976,-0.30755610300627434,458
1.0,1.0,0.0,958
0.5846645367412141,0.27710843373493976,-0.30755610300627434,458
0.41533546325878595,0.7228915662650602,0.3075561030062743,500
1.0,1.0,0.0,958
0.365814696485623,0.3042168674698795,-0.061597829015743455,330
0.365814696485623,0.3042168674698795,-0.061597829015743455,330
0.634185303514377,0.6957831325301205,0.06159782901574351,628
0.634185303514377,0.6957831325301205,0.06159782901574351,628
0.6405750798722045,0.5391566265060241,-0.10141845336618038,580
0.2747603833865815,0.23493975903614459,-0.0398206243504369,250
0.7252396166134185,0.7650602409638554,0.03982062435043687,708
0.35942492012779553,0.4608433734939759,0.10141845336618038,378
1.0,1.0,0.0,958
0.35942492012779553,0.4608433734939759,0.10141845336618038,378
0.6405750798722045,0.5391566265060241,-0.10141845336618038,580
1.0,1.0,0.0,958
0.4712460063897764,0.3704819277108434,-0.100764078678933,418
0.4712460063897764,0.3704819277108434,-0.100764078678933,418
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.7731629392971247,0.8102409638554217,0.03707802455829701,753
0.3019169329073482,0.4397590361445783,0.13784210323723006,335
0.6980830670926518,0.5602409638554217,-0.13784210323723012,623
0.2268370607028754,0.1897590361445783,-0.03707802455829709,205
1.0,1.0,0.0,958
0.2268370607028754,0.1897590361445783,-0.03707802455829709,205
0.7731629392971247,0.8102409638554217,0.03707802455829701,753
1.0,1.0,0.0,958
0.365814696485623,0.3042168674698795,-0.061597829015743455,330
0.365814696485623,0.3042168674698795,-0.061597829015743455,330
0.634185303514377,0.6957831325301205,0.06159782901574351,628
0.634185303514377,0.6957831325301205,0.06159782901574351,628
0.7252396166134185,0.7650602409638554,0.03982062435043687,708
0.35942492012779553,0.4608433734939759,0.10141845336618038,378
0.6405750798722045,0.5391566265060241,-0.10141845336618038,580
0.2747603833865815,0.23493975903614459,-0.0398206243504369,250
1.0,1.0,0.0,958
0.2747603833865815,0.23493975903614459,-0.0398206243504369,250
0.7252396166134185,0.7650602409638554,0.03982062435043687,708
1.0,1.0,0.0,958
0.3019169329073482,0.4397590361445783,0.13784210323723006,335
0.3019169329073482,0.4397590361445783,0.13784210323723006,335
0.6980830670926518,0.5602409638554217,-0.13784210323723012,623
0.6980830670926518,0.5602409638554217,-0.13784210323723012,623
0.7731629392971247,0.8102409638554217,0.03707802455829701,753
0.4712460063897764,0.3704819277108434,-0.100764078678933,418
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.2268370607028754,0.1897590361445783,-0.03707802455829709,205
1.0,1.0,0.0,958
0.2268370607028754,0.1897590361445783,-0.03707802455829709,205
0.7731629392971247,0.8102409638554217,0.03707802455829701,753
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.17891373801916932,0.3132530120481928,0.13433927402902346,216
0.17891373801916932,0.3132530120481928,0.13433927402902346,216
0.3498402555910543,0.31626506024096385,-0.03357519535009046,324
0.3498402555910543,0.31626506024096385,-0.03357519535009046,324
0.36900958466453676,0.5,0.13099041533546324,397
0.1900958466453674,0.18674698795180722,-0.0033488586935601916,181
0.33865814696485624,0.4427710843373494,0.10411293737249316,359
0.1597444089456869,0.12951807228915663,-0.030226336656530267,143
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.1597444089456869,0.12951807228915663,-0.030226336656530267,143
0.36900958466453676,0.5,0.13099041533546324,397
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.2715654952076677,0.26506024096385544,-0.006505254243812264,258
0.2715654952076677,0.26506024096385544,-0.006505254243812264,258
0.2571884984025559,0.3644578313253012,0.10726933292274526,282
0.2571884984025559,0.3644578313253012,0.10726933292274526,282
0.41054313099041534,0.5150602409638554,0.10451710997344005,428
0.1389776357827476,0.25,0.1110223642172524,170
0.38977635782747605,0.3795180722891566,-0.010258285538319423,370
0.1182108626198083,0.1144578313253012,-0.003753031294507103,112
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.1182108626198083,0.1144578313253012,-0.003753031294507103,112
0.41054313099041534,0.5150602409638554,0.10451710997344005,428
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.17891373801916932,0.3132530120481928,0.13433927402902346,216
0.17891373801916932,0.3132530120481928,0.13433927402902346,216
0.3498402555910543,0.31626506024096385,-0.03357519535009046,324
0.3498402555910543,0.31626506024096385,-0.03357519535009046,324
0.36900958466453676,0.5,0.13099041533546324,397
0.1900958466453674,0.18674698795180722,-0.0033488586935601916,181
0.33865814696485624,0.4427710843373494,0.10411293737249316,359
0.1597444089456869,0.12951807228915663,-0.030226336656530267,143
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.1597444089456869,0.12951807228915663,-0.030226336656530267,143
0.36900958466453676,0.5,0.13099041533546324,397
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.09744408945686901,0.33433734939759036,0.23689325994072136,172
0.09744408945686901,0.33433734939759036,0.23689325994072136,172
0.43130990415335463,0.29518072289156627,-0.13612918126178836,368
0.43130990415335463,0.29518072289156627,-0.13612918126178836,368
0.17412140575079874,0.4367469879518072,0.2626255822010085,254
0.07667731629392971,0.10240963855421686,0.025732322260287155,82
0.4520766773162939,0.5271084337349398,0.07503175641864585,458
0.3546325878594249,0.1927710843373494,-0.1618615035220755,286
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.3546325878594249,0.1927710843373494,-0.1618615035220755,286
0.17412140575079874,0.4367469879518072,0.2626255822010085,254
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.1501597444089457,0.14759036144578314,-0.0025693829631625587,143
0.1501597444089457,0.14759036144578314,-0.0025693829631625587,143
0.37859424920127793,0.4819277108433735,0.10333346164209556,397
0.37859424920127793,0.4819277108433735,0.10333346164209556,397
0.268370607028754,0.3102409638554217,0.04187035682666773,271
0.1182108626198083,0.16265060240963855,0.04443973978983025,128
0.41054313099041534,0.46686746987951805,0.05632433888910271,412
0.26038338658146964,0.3192771084337349,0.05889372185226527,269
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.26038338658146964,0.3192771084337349,0.05889372185226527,269
0.268370607028754,0.3102409638554217,0.04187035682666773,271
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.2715654952076677,0.26506024096385544,-0.006505254243812264,258
0.2715654952076677,0.26506024096385544,-0.006505254243812264,258
0.2571884984025559,0.3644578313253012,0.10726933292274526,282
0.2571884984025559,0.3644578313253012,0.10726933292274526,282
0.41054313099041534,0.5150602409638554,0.10451710997344005,428
0.1389776357827476,0.25,0.1110223642172524,170
0.38977635782747605,0.3795180722891566,-0.010258285538319423,370
0.1182108626198083,0.1144578313253012,-0.003753031294507103,112
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.1182108626198083,0.1144578313253012,-0.003753031294507103,112
0.41054313099041534,0.5150602409638554,0.10451710997344005,428
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.1501597444089457,0.14759036144578314,-0.0025693829631625587,143
0.1501597444089457,0.14759036144578314,-0.0025693829631625587,143
0.37859424920127793,0.4819277108433735,0.10333346164209556,397
0.37859424920127793,0.4819277108433735,0.10333346164209556,397
0.41054313099041534,0.46686746987951805,0.05632433888910271,412
0.26038338658146964,0.3192771084337349,0.05889372185226527,269
0.268370607028754,0.3102409638554217,0.04187035682666773,271
0.1182108626198083,0.16265060240963855,0.04443973978983025,128
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.1182108626198083,0.16265060240963855,0.04443973978983025,128
0.41054313099041534,0.46686746987951805,0.05632433888910271,412
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.1501597444089457,0.2680722891566265,0.11791254474768081,183
0.1501597444089457,0.2680722891566265,0.11791254474768081,183
0.37859424920127793,0.3614457831325301,-0.017148466068747814,357
0.37859424920127793,0.3614457831325301,-0.017148466068747814,357
0.41054313099041534,0.5120481927710844,0.10150506178066904,427
0.26038338658146964,0.24397590361445784,-0.016407482967011805,244
0.268370607028754,0.3855421686746988,0.11717156164594483,296
0.1182108626198083,0.11746987951807229,-0.0007409831017360091,113
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.1182108626198083,0.11746987951807229,-0.0007409831017360091,113
0.41054313099041534,0.5120481927710844,0.10150506178066904,427
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.17891373801916932,0.3132530120481928,0.13433927402902346,216
0.17891373801916932,0.3132530120481928,0.13433927402902346,216
0.3498402555910543,0.31626506024096385,-0.03357519535009046,324
0.3498402555910543,0.31626506024096385,-0.03357519535009046,324
0.36900958466453676,0.5,0.13099041533546324,397
0.1900958466453674,0.18674698795180722,-0.0033488586935601916,181
0.33865814696485624,0.4427710843373494,0.10411293737249316,359
0.1597444089456869,0.12951807228915663,-0.030226336656530267,143
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.1597444089456869,0.12951807228915663,-0.030226336656530267,143
0.36900958466453676,0.5,0.13099041533546324,397
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.2715654952076677,0.26506024096385544,-0.006505254243812264,258
0.2715654952076677,0.26506024096385544,-0.006505254243812264,258
0.2571884984025559,0.3644578313253012,0.10726933292274526,282
0.2571884984025559,0.3644578313253012,0.10726933292274526,282
0.41054313099041534,0.5150602409638554,0.10451710997344005,428
0.1389776357827476,0.25,0.1110223642172524,170
0.38977635782747605,0.3795180722891566,-0.010258285538319423,370
0.1182108626198083,0.1144578313253012,-0.003753031294507103,112
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.1182108626198083,0.1144578313253012,-0.003753031294507103,112
0.41054313099041534,0.5150602409638554,0.10451710997344005,428
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.17891373801916932,0.3132530120481928,0.13433927402902346,216
0.17891373801916932,0.3132530120481928,0.13433927402902346,216
0.3498402555910543,0.31626506024096385,-0.03357519535009046,324
0.3498402555910543,0.31626506024096385,-0.03357519535009046,324
0.36900958466453676,0.5,0.13099041533546324,397
0.1900958466453674,0.18674698795180722,-0.0033488586935601916,181
0.33865814696485624,0.4427710843373494,0.10411293737249316,359
0.1597444089456869,0.12951807228915663,-0.030226336656530267,143
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.1597444089456869,0.12951807228915663,-0.030226336656530267,143
0.36900958466453676,0.5,0.13099041533546324,397
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.09744408945686901,0.33433734939759036,0.23689325994072136,172
0.09744408945686901,0.33433734939759036,0.23689325994072136,172
0.43130990415335463,0.29518072289156627,-0.13612918126178836,368
0.43130990415335463,0.29518072289156627,-0.13612918126178836,368
0.17412140575079874,0.4367469879518072,0.2626255822010085,254
0.07667731629392971,0.10240963855421686,0.025732322260287155,82
0.4520766773162939,0.5271084337349398,0.07503175641864585,458
0.3546325878594249,0.1927710843373494,-0.1618615035220755,286
0.5287539936102237,0.6295180722891566,0.10076407867893289,540
0.3546325878594249,0.1927710843373494,-0.1618615035220755,286
