alpha,adaptive_width,total_candidates,auc_approx,best_quality,best_tpr,best_fpr,best_precision,search_time
pure_roc,18,4287,0.8169366244612069,0.5742636494252873,0.8060344827586207,0.23177083333333334,0.5123287671232877,210.8629698753357
